time	global_subbeat	fields
24.42	124	timestamp=24.42; rhythm=eighth_position:2; melody=[pitch=84:track=0:dur_bin=4:dur_steps=6]
25.14	128	timestamp=25.14; rhythm=eighth_position:4
25.98	132	timestamp=25.98; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=88:track=0:dur_bin=2:dur_steps=3]
26.580000000000002	135	melody=[pitch=86:track=0:dur_bin=0:dur_steps=1]
26.78	136	timestamp=26.78; rhythm=eighth_position:2; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
27.58	140	timestamp=27.58; rhythm=eighth_position:4; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
28.3	144	timestamp=28.3; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=78:track=0:dur_bin=3:dur_steps=4]
29.06	148	timestamp=29.06; rhythm=eighth_position:2; chord=C:maj7/5; melody=[pitch=79:track=0:dur_bin=4:dur_steps=6]
29.86	152	timestamp=29.86; rhythm=eighth_position:4
30.66	156	timestamp=30.66; rhythm=eighth_position:0; chord=C:maj7/5; melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
31.060000000000002	158	melody=[pitch=79:track=0:dur_bin=1:dur_steps=2]
31.46	160	timestamp=31.46; rhythm=eighth_position:2; chord=C:maj; melody=[pitch=88:track=0:dur_bin=4:dur_steps=6]
32.22	164	timestamp=32.22; rhythm=eighth_position:4
32.620000000000005	166	melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
33.02	168	timestamp=33.02; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
33.82	172	timestamp=33.82; rhythm=eighth_position:2; chord=C:maj7/7; melody=[pitch=83:track=0:dur_bin=4:dur_steps=6]
34.62	176	timestamp=34.62; rhythm=eighth_position:4
35.42	180	timestamp=35.42; rhythm=eighth_position:0; chord=C:maj7/7; melody=[pitch=81:track=0:dur_bin=1:dur_steps=2]
35.84	182	melody=[pitch=83:track=0:dur_bin=1:dur_steps=2]
36.26	184	timestamp=36.26; rhythm=eighth_position:2; chord=C:maj; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
37.06	188	timestamp=37.06; rhythm=eighth_position:4; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
37.9	192	timestamp=37.9; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
38.74	196	timestamp=38.74; rhythm=eighth_position:2; melody=[pitch=76:track=0:dur_bin=3:dur_steps=4]
39.5	200	timestamp=39.5; rhythm=eighth_position:4; melody=[pitch=72:track=0:dur_bin=4:dur_steps=6]
40.22	204	timestamp=40.22; rhythm=eighth_position:0; chord=C:maj
40.98	208	timestamp=40.98; rhythm=eighth_position:2
41.74	212	timestamp=41.74; rhythm=eighth_position:4; melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
42.16	214	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
42.58	216	timestamp=42.58; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=88:track=0:dur_bin=3:dur_steps=4]
43.3	220	timestamp=43.3; rhythm=eighth_position:2; melody=[pitch=89:track=0:dur_bin=3:dur_steps=4]
44.02	224	timestamp=44.02; rhythm=eighth_position:4; melody=[pitch=91:track=0:dur_bin=3:dur_steps=4]
44.66	228	timestamp=44.66; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=91:track=0:dur_bin=4:dur_steps=6]
45.38	232	timestamp=45.38; rhythm=eighth_position:2
46.14	236	timestamp=46.14; rhythm=eighth_position:4; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
46.519999999999996	238	melody=[pitch=88:track=0:dur_bin=1:dur_steps=2]
46.9	240	timestamp=46.9; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=86:track=0:dur_bin=3:dur_steps=4]
47.54	244	timestamp=47.54; rhythm=eighth_position:2; melody=[pitch=88:track=0:dur_bin=3:dur_steps=4]
48.18	248	timestamp=48.18; rhythm=eighth_position:4; melody=[pitch=89:track=0:dur_bin=1:dur_steps=2]
48.5	250	melody=[pitch=89:track=0:dur_bin=3:dur_steps=4]
48.82	252	timestamp=48.82; rhythm=eighth_position:0; chord=C:maj
49.14	254	melody=[pitch=89:track=0:dur_bin=3:dur_steps=4]
49.46	256	timestamp=49.46; rhythm=eighth_position:2
50.1	260	timestamp=50.1; rhythm=eighth_position:4; melody=[pitch=89:track=0:dur_bin=0:dur_steps=1]
50.42	262	melody=[pitch=89:track=0:dur_bin=3:dur_steps=4]
50.74	264	timestamp=50.74; rhythm=eighth_position:0; chord=C:maj
51.06	266	melody=[pitch=88:track=0:dur_bin=4:dur_steps=6]
51.38	268	timestamp=51.38; rhythm=eighth_position:2
52.02	272	timestamp=52.02; rhythm=eighth_position:4; melody=[pitch=86:track=0:dur_bin=3:dur_steps=4]
52.66	276	timestamp=52.66; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=86:track=0:dur_bin=1:dur_steps=2]
52.98	278	melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
53.3	280	timestamp=53.3; rhythm=eighth_position:2
53.94	284	timestamp=53.94; rhythm=eighth_position:4; chord=C:maj7/7; melody=[pitch=83:track=0:dur_bin=4:dur_steps=6]
54.58	288	timestamp=54.58; rhythm=eighth_position:0; chord=C:maj7/7
55.22	292	timestamp=55.22; rhythm=eighth_position:2
55.86	296	timestamp=55.86; rhythm=eighth_position:4; melody=[pitch=81:track=0:dur_bin=1:dur_steps=2]
56.18	298	melody=[pitch=83:track=0:dur_bin=1:dur_steps=2]
56.5	300	timestamp=56.5; rhythm=eighth_position:0; chord=C:maj; melody=[pitch=84:track=0:dur_bin=3:dur_steps=4]
57.14	304	timestamp=57.14; rhythm=eighth_position:2; melody=[pitch=76:track=0:dur_bin=4:dur_steps=6]
57.78	308	timestamp=57.78; rhythm=eighth_position:4
58.1	310	melody=[pitch=78:track=0:dur_bin=4:dur_steps=6]
58.42	312	timestamp=58.42; rhythm=eighth_position:0; chord=C:maj
59.06	316	timestamp=59.06; rhythm=eighth_position:2; melody=[pitch=79:track=0:dur_bin=3:dur_steps=4]
59.7	320	timestamp=59.7; rhythm=eighth_position:4
